SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
543357,AXISCETF    ,B ,Q,114.23,114.90,112.60,113.20,113.20,114.72,45,10000,1137003.00,,INF846K016C7,19-Jun-24,,
543358,SANSERA     ,A ,Q,1267.05,1317.00,1264.80,1272.30,1272.30,1211.90,7674,91439,117522975.00,,INE953O01021,19-Jun-24,,
543363,PREVEST     ,M ,Q,489.80,535.25,489.80,515.00,518.00,480.25,203,112000,57172520.00,,INE0GAO01018,19-Jun-24,,
543364,MARKOLINES  ,M ,Q,147.60,151.00,147.00,147.95,147.60,147.70,28,24000,3572600.00,,INE0FW001016,19-Jun-24,,
543365,MASPTOP50   ,B ,Q,44.25,44.40,43.71,43.92,43.93,43.90,49,5360,234909.00,,INF769K01HP3,19-Jun-24,,
543366,SBLI        ,M ,Q,37.16,37.16,37.16,37.16,37.16,37.16,1,1200,44592.00,,INE0DLM01024,19-Jun-24,,
543367,PARAS       ,A ,Q,1480.60,1527.55,1374.50,1445.95,1445.95,1388.70,52300,865125,1251788917.00,,INE045601015,19-Jun-24,,
543373,SVRL        ,M ,Q,117.50,134.60,116.00,130.00,130.00,117.00,44,51000,6366690.00,,INE0HLJ01013,19-Jun-24,,
543374,ABSLAMC     ,A ,Q,680.00,680.00,653.70,659.50,660.00,672.55,1584,21498,14258343.00,,INE404A01024,19-Jun-24,,
543375,PROMAX      ,M ,Q,41.57,43.64,41.57,43.64,43.64,41.57,8,20000,862450.00,,INE0I2F01015,19-Jun-24,,
543376,SAMOR       ,B ,Q,99.85,100.00,97.00,97.00,97.00,96.15,40,929,92372.00,,INE0GD201014,19-Jun-24,,
543377,ADISHAKTI   ,M ,Q,12.50,12.90,12.50,12.70,12.90,12.00,2,20000,254000.00,,INE0CWK01019,19-Jun-24,,
543378,CWD         ,MS,Q,681.00,705.00,681.00,693.25,690.50,686.00,23,2900,2012000.00,,INE0H8H01019,19-Jun-24,,
543383,ICICICONSU  ,B ,Q,114.10,114.10,113.90,113.90,113.90,115.00,23,1004,114365.00,,INF109KC1V42,19-Jun-24,,
543384,NYKAA       ,A ,Q,177.00,177.25,171.80,174.00,174.00,175.10,4371,386547,67176687.00,,INE388Y01029,19-Jun-24,,
543386,FINOPB      ,B ,Q,288.35,341.80,288.35,341.80,341.80,284.85,4897,244424,81182504.00,,INE02NC01014,19-Jun-24,,
543387,SJS         ,B ,Q,787.00,803.85,776.10,779.25,779.40,801.00,708,4088,3202940.00,,INE284S01014,19-Jun-24,,
543388,EQUAL50ADD  ,B ,Q,308.57,311.00,305.66,306.70,307.02,308.41,53,1160,357022.00,,INF740KA1QK2,19-Jun-24,,
543389,SIGACHI     ,B ,Q,63.78,64.21,62.83,62.94,63.03,64.02,660,79150,5022388.00,,INE0D0K01022,19-Jun-24,,
543390,POLICYBZR   ,A ,Q,1371.95,1379.00,1332.20,1353.45,1360.10,1365.85,3447,28596,38796673.00,,INE417T01026,19-Jun-24,,
543391,SGFRL       ,M ,Q,141.75,141.75,141.75,141.75,141.75,135.00,1,1500,212625.00,,INE07GA01011,19-Jun-24,,
543396,PAYTM       ,A ,Q,419.30,423.20,404.15,410.40,410.40,417.10,9324,215052,88386001.00,,INE982J01020,19-Jun-24,,
543397,SAPPHIRE    ,A ,Q,1544.50,1588.80,1527.00,1557.50,1555.00,1514.00,908,6474,10120688.00,,INE806T01012,19-Jun-24,,
543398,LATENTVIEW  ,T ,Q,496.45,504.00,491.10,497.80,497.00,496.00,285,11487,5705464.00,,INE0I7C01011,19-Jun-24,,
543399,TARSONS     ,B ,Q,536.60,536.60,525.00,527.35,527.35,525.40,2168,36218,19214399.00,,INE144Z01023,19-Jun-24,,
543401,GOCOLORS    ,A ,Q,1085.00,1091.10,1052.45,1057.05,1052.45,1081.10,191,879,938409.00,,INE0BJS01011,19-Jun-24,,
543410,DMR         ,MT,Q,177.90,178.00,170.45,170.45,170.45,179.40,7,10500,1812300.00,,INE07L501010,19-Jun-24,,
543411,HITECH      ,B ,Q,129.10,139.75,127.55,133.50,133.50,130.50,2595,422011,57310917.00,,INE106T01025,19-Jun-24,,
543412,STARHEALTH  ,A ,Q,532.05,534.00,523.40,529.50,528.40,531.65,991,12098,6391304.00,,INE575P01011,19-Jun-24,,
543413,TEGA        ,A ,Q,1712.65,1712.65,1645.40,1654.65,1645.40,1679.05,681,3097,5141627.00,,INE011K01018,19-Jun-24,,
543414,MAHKTECH    ,B ,Q,14.36,14.36,14.10,14.20,14.27,14.24,642,112311,1595746.00,,INF769K01HS7,19-Jun-24,,
543415,ANANDRATHI  ,A ,Q,4060.00,4072.00,3989.00,3994.25,3995.70,4007.05,383,1629,6524414.00,,INE463V01026,19-Jun-24,,
543416,ZODIAC      ,T ,Q,600.00,614.00,600.00,600.00,600.00,604.80,80,4517,2725560.00,,INE761Y01019,19-Jun-24,,
543417,RATEGAIN    ,A ,Q,779.85,779.85,750.50,752.10,752.65,778.35,2915,37817,28707086.00,,INE0CLI01024,19-Jun-24,,
543418,BBETF0432   ,F ,Q,1148.00,1148.00,1148.00,1148.00,1148.00,1150.40,1,1,1148.00,,INF754K01OB1,19-Jun-24,,
543419,SHRIRAMPPS  ,B ,Q,112.90,113.70,110.60,111.85,111.85,113.00,1289,119189,13344243.00,,INE217L01019,19-Jun-24,,
543420,JETFREIGHT  ,B ,Q,13.26,13.51,13.20,13.30,13.24,13.52,88,11673,155880.00,,INE982V01025,19-Jun-24,,
543425,MAPMYINDIA  ,A ,Q,1999.55,2029.00,1972.00,2001.60,2005.25,1987.55,2756,20122,40387570.00,,INE0BV301023,19-Jun-24,,
543426,METROBRAND  ,A ,Q,1256.35,1269.00,1228.95,1235.35,1238.15,1251.50,913,7732,9669501.00,,INE317I01021,19-Jun-24,,
543427,MEDPLUS     ,A ,Q,715.00,715.00,695.00,698.80,695.00,705.50,591,5165,3615661.00,,INE804L01022,19-Jun-24,,
543428,DATAPATTNS  ,A ,Q,3118.20,3147.95,2957.85,2991.80,2995.80,3087.85,5377,40286,121747386.00,,INE0IX101010,19-Jun-24,,
543433,HPAL        ,B ,Q,98.90,100.23,97.52,98.13,99.00,99.29,686,36308,3584508.00,,INE0GSL01024,19-Jun-24,,
543434,SUPRIYA     ,B ,Q,401.95,406.35,391.35,399.00,399.00,397.30,954,23452,9364814.00,,INE07RO01027,19-Jun-24,,
543435,CLARA       ,M ,Q,220.00,220.00,200.00,208.00,208.00,218.00,46,40670,8350671.00,,INE0JJS01014,19-Jun-24,,
543437,MONQ50      ,B ,Q,65.75,66.00,65.36,65.89,65.89,65.60,38,1963,128546.00,,INF247L01AU3,19-Jun-24,,
543438,MIDQ50ADD   ,B ,Q,250.00,250.00,247.60,247.86,247.86,249.00,17,336,83558.00,,INF740KA1QL0,19-Jun-24,,
543439,BRANDBUCKT  ,M ,Q,9.51,9.82,9.32,9.60,9.60,9.69,24,76000,721760.00,,INE0ILD01014,19-Jun-24,,
543440,NIFTY50ADD  ,B ,Q,242.40,243.18,240.39,242.98,243.18,241.59,101,3132,758096.00,,INF740KA1CL0,19-Jun-24,,
543441,CMSINFO     ,A ,Q,474.80,479.85,458.60,461.40,461.40,469.30,2598,55770,26019804.00,,INE925R01014,19-Jun-24,,
543442,BCONCEPTS   ,B ,Q,693.60,693.60,648.00,650.05,650.05,676.40,228,1793,1178942.00,,INE977Y01011,19-Jun-24,,
543449,WEL         ,T ,Q,940.00,955.00,912.00,947.00,947.00,940.00,42,870,824948.00,,INE02WG01016,19-Jun-24,,
543450,AUTOIETF    ,B ,Q,26.27,26.45,25.79,25.82,25.83,26.18,514,96984,2515091.00,,INF109KC10V2,19-Jun-24,,
543451,AGSTRA      ,B ,Q,90.00,92.14,86.23,89.31,89.31,87.84,1983,162208,14597165.00,,INE583L01014,19-Jun-24,,
543452,SILVERIETF  ,E ,Q,90.44,90.44,89.60,90.22,90.20,89.63,373,28461,2560553.00,,INF109KC1Y56,19-Jun-24,,
543453,ALKOSIGN    ,M ,Q,125.20,134.80,125.00,125.20,125.00,130.70,45,40500,5152050.00,,INE0KA601012,19-Jun-24,,
543454,MAKEINDIA   ,B ,Q,150.00,150.00,147.00,147.21,147.25,148.94,112,3050,450332.00,,INF769K01IB1,19-Jun-24,,
543458,AWL         ,A ,Q,342.10,343.00,336.00,337.40,337.40,341.80,8285,230373,78066373.00,,INE699H01024,19-Jun-24,,
543461,SSTL        ,M ,Q,13.20,13.20,13.20,13.20,13.20,13.10,1,10000,132000.00,,INE0JNA01014,19-Jun-24,,
543462,DEVIT       ,B ,Q,117.75,118.10,116.10,116.50,117.40,117.35,52,1271,148729.00,,INE060X01026,19-Jun-24,,
543463,MANYAVAR    ,A ,Q,1196.05,1208.00,1165.10,1175.15,1172.70,1198.30,3317,34214,40510808.00,,INE825V01034,19-Jun-24,,
543464,SPITZE      ,M ,Q,85.00,85.00,80.37,81.92,82.00,85.00,19,22000,1823480.00,,INE0JSJ01014,19-Jun-24,,
543465,MOMOMENTUM  ,B ,Q,74.92,74.92,72.30,72.35,72.30,73.31,84,5127,373340.00,,INF247L01BK2,19-Jun-24,,
543470,SOFTTECH    ,B ,Q,350.95,351.50,345.55,349.95,351.50,341.80,40,524,182828.00,,INE728Z01015,19-Jun-24,,
543471,SILVER      ,E ,Q,89.50,90.74,89.50,90.15,90.21,89.58,428,27778,2504346.00,,INF209KB19F6,19-Jun-24,,
543472,TECH        ,B ,Q,36.29,36.50,36.16,36.31,36.31,36.16,59,4383,158975.00,,INF209KB11D8,19-Jun-24,,
543473,HEALTHY     ,B ,Q,12.82,12.88,12.64,12.70,12.72,12.82,605,85156,1083134.00,,INF209KB10C2,19-Jun-24,,
543474,BSLNIFTY    ,B ,Q,27.32,27.42,26.77,26.96,26.97,26.92,137,21193,574594.00,,INF209KB19D1,19-Jun-24,,
543475,EKENNIS     ,M ,Q,84.00,84.00,81.00,81.78,81.00,84.00,4,3200,261680.00,,INE0KCM01010,19-Jun-24,,
543480,GSEC5IETF   ,F ,Q,56.60,56.80,56.60,56.70,56.80,56.12,15,3000,170100.00,,INF109KC14A8,19-Jun-24,,
543481,MIDCAPETF   ,B ,Q,21.06,21.11,20.63,20.79,20.82,21.03,1450,413688,8630091.00,,INF769K01IC9,19-Jun-24,,
543482,EUREKAFORBE ,A ,Q,438.45,448.90,428.60,429.75,429.75,437.20,6237,786984,342705945.00,,INE0KCE01017,19-Jun-24,,
543489,GATEWAY     ,A ,Q,103.17,104.69,102.94,103.59,104.09,103.23,454,30648,3180171.00,,INE079J01017,19-Jun-24,,
543490,GMRP&UI     ,B ,Q,87.10,89.91,82.81,89.91,89.91,85.63,6418,1368415,118941685.00,,INE0CU601026,19-Jun-24,,
543497,BCCL        ,M ,Q,47.00,48.00,44.50,47.00,47.00,47.50,8,16000,745600.00,,INE0KQ001017,19-Jun-24,,
543498,MSUMI       ,A ,Q,80.00,80.00,76.21,76.72,76.72,78.81,18023,3115785,241931134.00,,INE0FS801015,19-Jun-24,,
543500,EVOQ        ,M ,Q,9.42,9.55,9.38,9.55,9.55,9.51,3,12000,113400.00,,INE0JVD01011,19-Jun-24,,
543501,MOLOWVOL    ,B ,Q,37.11,37.50,36.78,36.89,36.89,37.17,12,2997,110873.00,,INF247L01BL0,19-Jun-24,,
543512,AVROIND     ,B ,Q,124.50,124.50,118.30,118.30,118.30,121.60,35,1148,136458.00,,INE652Z01017,19-Jun-24,,
543513,UMAEXPORTS  ,T ,Q,82.23,85.00,80.11,84.01,84.50,82.23,113,8078,669106.00,,INE0GIU01018,19-Jun-24,,
543514,VERANDA     ,B ,Q,171.20,185.40,166.50,176.60,176.80,171.20,554,17924,3150210.00,,INE0IQ001011,19-Jun-24,,
543515,SEML        ,M ,Q,54.20,58.00,54.00,54.80,54.80,56.75,41,520500,28151580.00,,INE0KPY01017,19-Jun-24,,
543516,DHYAANITR   ,M ,Q,21.80,21.80,21.00,21.75,21.75,21.74,5,14000,300440.00,,INE0K5F01014,19-Jun-24,,
543517,HARIOMPIPE  ,B ,Q,576.00,578.35,562.85,570.35,570.50,568.60,527,4323,2471506.00,,INE00EV01017,19-Jun-24,,
543518,EIGHTY      ,M ,Q,44.73,46.67,44.71,46.48,46.48,46.41,14,45000,2035320.00,,INE0KSN01014,19-Jun-24,,
543520,GLHRL       ,M ,Q,34.60,34.60,32.61,32.81,32.61,34.50,5,5000,169210.00,,INE0J2K01014,19-Jun-24,,
543521,FONE4       ,M ,Q,4.68,4.70,4.65,4.65,4.65,4.89,3,30000,140300.00,,INE0L3H01014,19-Jun-24,,
543522,NVENTURES   ,M ,Q,49.70,49.70,49.70,49.70,49.70,49.60,1,3000,149100.00,,INE0E5R01017,19-Jun-24,,
543523,CAMPUS      ,A ,Q,284.80,284.80,276.70,280.10,280.00,282.70,1301,28979,8129694.00,,INE278Y01022,19-Jun-24,,
543524,RAINBOW     ,A ,Q,1320.00,1336.95,1294.60,1299.75,1301.00,1320.40,597,5704,7483694.00,,INE961O01016,19-Jun-24,,
543525,SILVERTUC   ,B ,Q,775.50,782.00,770.25,777.45,776.00,782.65,126,7533,5882248.00,,INE625X01018,19-Jun-24,,
543526,LICI        ,A ,Q,1060.00,1062.80,1024.00,1032.00,1032.00,1056.10,7151,140723,145722670.00,,INE0J1Y01017,19-Jun-24,,
543527,PRUDENT     ,B ,Q,1818.00,1871.25,1818.00,1843.20,1851.70,1854.05,278,899,1658889.00,,INE00F201020,19-Jun-24,,
543528,VENUSPIPES  ,A ,Q,2088.95,2102.30,2062.00,2074.85,2075.10,2088.70,411,1216,2536960.00,,INE0JA001018,19-Jun-24,,
543529,DELHIVERY   ,A ,Q,400.95,406.55,394.45,400.85,400.15,398.20,2726,2548506,1023968714.00,,INE148O01028,19-Jun-24,,
543530,PARADEEP    ,A ,Q,77.50,80.99,77.50,79.65,79.65,76.34,9552,1905496,151415827.00,,INE088F01024,19-Jun-24,,
543531,TIERRA      ,XT,Q,61.39,61.39,59.00,59.70,60.91,60.29,34,3181,190387.00,,INE05CY01014,19-Jun-24,,
543532,ETHOSLTD    ,B ,Q,2694.95,2695.00,2574.70,2589.85,2588.05,2641.05,470,2295,5990095.00,,INE04TZ01018,19-Jun-24,,
543533,EMUDHRA     ,B ,Q,866.00,882.85,835.00,852.35,855.00,881.05,2314,19713,16885293.00,,INE01QM01018,19-Jun-24,,
543534,AETHER      ,A ,Q,889.95,889.95,865.00,878.15,879.75,885.35,310,3515,3089860.00,,INE0BWX01014,19-Jun-24,,
543535,WEWIN       ,T ,Q,79.04,79.04,79.04,79.04,79.04,80.65,2,57,4505.00,,INE082W01014,19-Jun-24,,
543538,GOEL        ,M ,Q,177.85,177.95,171.00,171.05,171.00,174.90,18,14400,2515160.00,,INE0K6L01010,19-Jun-24,,
543539,MODIS       ,M ,Q,239.00,242.95,239.00,242.90,242.95,237.95,15,12000,2901200.00,,INE0L0L01012,19-Jun-24,,
543542,KESAR       ,M ,Q,797.05,865.95,787.95,808.45,800.00,829.40,63,15200,12322820.00,,INE0L1C01019,19-Jun-24,,
543543,BRRL        ,M ,Q,148.00,148.00,145.40,145.40,145.40,146.35,3,2400,351080.00,,INE0IZQ01016,19-Jun-24,,
543544,JAYANT      ,M ,Q,175.15,181.00,164.00,167.50,167.00,181.75,45,33750,5738700.00,,INE0KR801019,19-Jun-24,,
543545,VEERKRUPA   ,M ,Q,1.94,1.94,1.76,1.94,1.94,1.85,154,2822300,5334648.00,,INE0ID001024,19-Jun-24,,
543546,HEALTHYLIFE ,M ,Q,29.02,29.02,29.02,29.02,29.02,27.64,5,70000,2031400.00,,INE0L3501015,19-Jun-24,,
543547,DDEVPLASTIK ,B ,Q,407.70,408.00,391.20,398.80,398.80,403.90,3075,326285,130622074.00,,INE0HR601026,19-Jun-24,,
543563,MOHEALTH    ,B ,Q,38.39,38.39,36.95,37.03,36.95,37.64,120,3346,124202.00,,INF247L01BB1,19-Jun-24,,
543568,MOM30IETF   ,B ,Q,37.30,37.30,36.22,36.32,36.54,36.93,1585,223429,8154164.00,,INF109KC17C7,19-Jun-24,,
543569,HDFCNIF100  ,B ,Q,25.35,25.35,25.00,25.06,25.06,25.01,18,589,14905.00,,INF179KC1HR4,19-Jun-24,,
543570,HDFCNEXT50  ,B ,Q,73.91,74.35,71.43,72.33,72.40,72.99,356,35321,2545867.00,,INF179KC1HS2,19-Jun-24,,
543571,INFRAIETF   ,B ,Q,92.41,92.80,90.76,91.12,91.76,92.46,861,47203,4317659.00,,INF109KC16E5,19-Jun-24,,
543572,SILVERADD   ,E ,Q,86.61,87.30,86.61,86.74,86.66,86.71,14,5745,500150.00,,INF740KA1RE3,19-Jun-24,,
543573,SYRMA       ,A ,Q,475.70,482.00,470.05,475.70,475.70,471.05,2643,53297,25329917.00,,INE0DYJ01015,19-Jun-24,,
543574,NIFTYQLITY  ,B ,Q,21.20,21.20,20.88,20.90,20.90,21.09,110,12089,253183.00,,INF209KB15K4,19-Jun-24,,
543575,MOMENTUM    ,B ,Q,36.97,37.00,36.05,36.26,36.33,36.60,232,11299,410229.00,,INF209KB14K7,19-Jun-24,,
543576,MOVALUE     ,B ,Q,105.03,105.40,102.80,103.31,103.50,104.22,213,17129,1771507.00,,INF247L01BE5,19-Jun-24,,
543577,MOQUALITY   ,B ,Q,203.60,203.60,200.33,200.33,200.33,203.75,41,1113,224673.00,,INF247L01BH8,19-Jun-24,,
543578,OLATECH     ,M ,Q,145.00,149.95,145.00,149.90,149.90,146.00,7,6475,953998.00,,INE0M3901015,19-Jun-24,,
543590,RHETAN      ,B ,Q,14.46,14.46,13.75,13.86,13.86,14.35,3537,1599231,22237459.00,,INE0KKN01029,19-Jun-24,,
543591,DREAMFOLKS  ,A ,Q,480.00,485.35,478.00,478.65,480.00,479.95,835,12114,5820585.00,,INE0JS101016,19-Jun-24,,
543592,HDFCSILVER  ,E ,Q,86.54,88.50,86.11,87.26,87.30,86.74,473,40698,3549503.00,,INF179KC1DI2,19-Jun-24,,
543593,DBOL        ,B ,Q,154.10,159.00,150.25,153.25,154.05,153.25,994,48311,7473126.00,,INE0I3401014,19-Jun-24,,
543594,DPL         ,M ,Q,8.14,8.62,8.14,8.27,8.22,8.37,44,135000,1113420.00,,INE0MC401013,19-Jun-24,,
543595,EPBIO       ,M ,Q,146.00,154.90,146.00,154.90,154.90,161.05,3,1500,223450.00,,INE0D2I01014,19-Jun-24,,
543596,TMB         ,A ,Q,473.00,482.05,468.10,474.05,473.00,469.75,342,7475,3548064.00,,INE668A01016,19-Jun-24,,
543597,VOEPL       ,M ,Q,295.00,303.85,295.00,299.60,303.85,298.05,90,53000,15793250.00,,INE0I0T01010,19-Jun-24,,
543599,KSOLVES     ,B ,Q,1189.90,1189.90,1145.35,1163.45,1162.90,1174.55,1194,9649,11187125.00,,INE0D6I01015,19-Jun-24,,
543600,HARSHA      ,B ,Q,540.20,581.70,536.50,570.05,570.05,547.45,1763,36988,20999945.00,,INE0JUS01029,19-Jun-24,,
543605,HDFCQUAL    ,B ,Q,57.61,58.48,56.94,57.86,57.24,57.74,14,467,26871.00,,INF179KC1DL6,19-Jun-24,,
543606,CONTAINE    ,MT,Q,82.24,82.24,80.25,80.25,80.25,84.44,5,10000,811660.00,,INE0M8901010,19-Jun-24,,
543607,HDFCGROWTH  ,B ,Q,113.28,113.50,112.60,113.40,113.40,113.89,18,498,56194.00,,INF179KC1DJ0,19-Jun-24,,
543608,HDFCVALUE   ,B ,Q,131.02,131.50,130.80,131.49,131.49,131.50,21,871,114133.00,,INF179KC1DK8,19-Jun-24,,
543613,MAFIA       ,MT,Q,15.50,15.50,15.20,15.50,15.50,14.77,25,104000,1610000.00,,INE0KQQ01011,19-Jun-24,,
543614,TIPSFILMS   ,B ,Q,605.75,615.00,588.50,605.50,601.40,605.40,77,1561,944079.00,,INE0LQS01015,19-Jun-24,,
543615,SRSOLTD     ,M ,Q,160.00,160.45,151.00,153.15,153.60,160.45,38,31200,4841400.00,,INE0MNV01014,19-Jun-24,,
543616,TLL         ,M ,Q,185.00,185.00,180.00,180.00,180.00,184.90,3,1800,330000.00,,INE0MKA01014,19-Jun-24,,
543618,CARGOTRANS  ,M ,Q,59.99,62.00,59.99,62.00,62.00,62.00,3,4500,272985.00,,INE0M4L01013,19-Jun-24,,
543619,CNCRD       ,M ,Q,1054.40,1054.40,1054.40,1054.40,1054.40,1004.20,10,3000,3163200.00,,INE0N0J01014,19-Jun-24,,
543620,INA         ,M ,Q,2538.95,2625.00,2512.00,2605.90,2609.00,2507.85,314,36200,93548505.00,,INE0LGX01016,19-Jun-24,,
543621,CARGOSOL    ,M ,Q,36.76,36.76,36.76,36.76,36.76,36.76,1,4000,147040.00,,INE0KZM01011,19-Jun-24,,
543622,STML        ,M ,Q,142.00,150.00,142.00,150.00,150.00,142.00,12,15600,2303520.00,,INE0MSK01016,19-Jun-24,,
543625,SECURCRED   ,B ,Q,13.32,13.32,12.66,12.66,12.66,13.32,468,63515,812049.00,,INE195Y01010,19-Jun-24,,
543626,EMIL        ,B ,Q,244.40,244.80,234.60,237.85,238.95,239.60,2218,102783,24628889.00,,INE02YR01019,19-Jun-24,,
543627,HDFCLOWVOL  ,B ,Q,19.96,19.96,18.91,19.08,19.12,19.09,20,1074,20610.00,,INF179KC1HU8,19-Jun-24,,
543628,HDFCMOMENT  ,B ,Q,36.95,37.09,35.95,36.11,36.16,36.56,437,47941,1742259.00,,INF179KC1HV6,19-Jun-24,,
543635,PPLPHARMA   ,A ,Q,156.50,156.50,152.55,154.15,154.15,155.85,1476,102509,15806614.00,,INE0DK501011,19-Jun-24,,
543636,DCI         ,T ,Q,249.40,249.40,240.00,240.80,241.05,237.55,97,10077,2454120.00,,INE0A1101019,19-Jun-24,,
543637,PACE        ,M ,Q,29.95,31.88,29.95,31.78,31.87,28.99,273,398400,12604872.00,,INE0N1L01018,19-Jun-24,,
543638,TRACXN      ,B ,Q,85.15,86.05,83.92,84.23,84.20,85.06,1413,104800,8883516.00,,INE0HMF01019,19-Jun-24,,
543643,NARMADA     ,T ,Q,20.83,20.83,20.83,20.83,20.83,21.25,34,27984,582906.00,,INE117Z01011,19-Jun-24,,
543644,INFOBEAN    ,B ,Q,470.25,480.00,456.10,458.40,457.05,471.25,521,4827,2250605.00,,INE344S01016,19-Jun-24,,
543645,HPIL        ,B ,Q,175.00,176.45,172.30,176.45,176.45,160.45,44,1060,186707.00,,INE05X901010,19-Jun-24,,
543650,DCXINDIA    ,B ,Q,365.45,365.45,341.05,354.05,356.10,366.70,6506,207748,72696506.00,,INE0KL801015,19-Jun-24,,
543652,FUSION      ,A ,Q,490.50,490.50,463.45,465.40,465.40,483.90,1331,15801,7451985.00,,INE139R01012,19-Jun-24,,
543653,BIKAJI      ,A ,Q,735.25,736.10,713.50,725.00,721.10,731.65,2621,40807,29497857.00,,INE00E101023,19-Jun-24,,
543654,MEDANTA     ,A ,Q,1375.20,1376.45,1332.65,1350.10,1351.65,1371.85,640,4999,6772257.00,,INE474Q01031,19-Jun-24,,
543656,TECHNOPACK  ,M ,Q,63.70,63.70,63.70,63.70,63.70,66.00,1,2000,127400.00,,INE0MXP01015,19-Jun-24,,
543657,ACI         ,A ,Q,659.40,677.70,642.20,671.85,670.00,658.30,2947,49486,32616093.00,,INE128X01021,19-Jun-24,,
543663,FIVESTAR    ,A ,Q,803.10,823.45,802.00,813.80,813.30,802.25,1255,10378,8436109.00,,INE128S01021,19-Jun-24,,
543664,KAYNES      ,A ,Q,3900.25,3933.00,3818.95,3859.70,3859.70,3891.35,1766,8323,32190964.00,,INE918Z01012,19-Jun-24,,
543665,HDFCNIFIT   ,B ,Q,35.89,35.93,35.71,35.93,35.93,35.62,4,310,11073.00,,INF179KC1IA8,19-Jun-24,,
543666,HDFCPVTBAN  ,B ,Q,25.61,26.03,25.15,25.84,25.72,25.11,394,43249,1109884.00,,INF179KC1HZ7,19-Jun-24,,
543667,INOXGREEN   ,B ,Q,146.95,148.85,143.05,145.55,144.75,144.95,1305,182916,26861913.00,,INE510W01014,19-Jun-24,,
543668,BBTCL       ,B ,Q,248.80,248.80,232.10,239.35,239.35,243.95,223,2615,617963.00,,INE01EE01011,19-Jun-24,,
543669,RUSTOMJEE   ,B ,Q,710.00,727.60,701.50,704.50,705.60,703.15,208,1867,1323948.00,,INE263M01029,19-Jun-24,,
543670,VINNY       ,B ,Q,4.31,4.50,4.31,4.42,4.42,4.38,208,130544,579716.00,,INE01KI01027,19-Jun-24,,
543671,AAATECH     ,T ,Q,114.99,114.99,109.01,111.05,111.05,112.95,55,5486,619786.00,,INE0D0U01013,19-Jun-24,,
543677,FINIETF     ,B ,Q,24.98,24.98,24.67,24.70,24.70,24.86,42,1614,39876.00,,INF109KC17L8,19-Jun-24,,
543678,AMBOAGRI    ,MT,Q,80.90,81.00,79.00,79.00,79.00,81.00,3,12000,963600.00,,INE0N6V01016,19-Jun-24,,
543686,SIRCA       ,B ,Q,333.00,333.00,323.70,324.80,325.00,331.05,839,13252,4330998.00,,INE792Z01011,19-Jun-24,,
543687,DHARMAJ     ,B ,Q,269.90,270.85,261.25,264.55,264.55,264.95,684,19477,5204451.00,,INE00OQ01016,19-Jun-24,,
543688,SARVESHWAR  ,B ,Q,9.00,9.07,8.91,8.95,8.95,9.00,1453,705722,6312718.00,,INE324X01026,19-Jun-24,,
543689,UNIPARTS    ,B ,Q,539.45,539.45,525.10,528.40,530.00,533.40,1077,13740,7277426.00,,INE244O01017,19-Jun-24,,
543700,GSEC10IETF  ,F ,Q,232.35,232.45,232.35,232.40,232.45,232.15,2,2000,464800.00,,INF109KC18O0,19-Jun-24,,
543709,GARGI       ,M ,Q,531.00,537.40,521.00,533.00,533.00,521.00,25,7250,3825212.00,,INE0NT601018,19-Jun-24,,
543710,COMMOIETF   ,B ,Q,93.73,93.73,91.20,91.39,91.39,92.49,88,5197,476423.00,,INF109KC19O8,19-Jun-24,,
543711,SULA        ,A ,Q,511.55,514.55,506.60,507.90,507.90,509.85,1647,18231,9314988.00,,INE142Q01026,19-Jun-24,,
543712,AHL         ,B ,Q,488.85,493.95,481.00,485.15,485.20,479.25,773,14284,6950607.00,,INE00ZE01026,19-Jun-24,,
543713,DRONACHRYA  ,M ,Q,156.85,157.85,147.00,149.95,149.95,155.60,316,347000,52386000.00,,INE0MQD01015,19-Jun-24,,
543714,LANDMARK    ,B ,Q,714.15,746.00,707.60,737.85,736.10,717.10,1344,21635,15865917.00,,INE559R01029,19-Jun-24,,
543715,IEL         ,B ,Q,13.10,13.10,12.80,12.82,12.81,12.83,134,26263,338617.00,,INE059901020,19-Jun-24,,
543720,KFINTECH    ,A ,Q,724.00,724.00,689.20,692.30,689.50,712.15,1269,10334,7236834.00,,INE138Y01010,19-Jun-24,,
543725,ELIN        ,B ,Q,185.15,186.15,178.50,179.70,181.55,184.70,628,22001,3995410.00,,INE050401020,19-Jun-24,,
543732,RADIANTCMS  ,B ,Q,84.89,84.89,81.74,81.96,81.99,83.30,618,42443,3509285.00,,INE855R01021,19-Jun-24,,
543737,AVEER       ,X ,Q,524.00,525.00,481.80,518.00,518.00,512.95,10,378,192166.00,,INE09BN01011,19-Jun-24,,
543738,BANKETFADD  ,B ,Q,50.90,52.56,50.90,52.12,52.33,50.94,80,9280,480555.00,,INF740KA1RX3,19-Jun-24,,
543743,SAH         ,B ,Q,91.00,93.55,91.00,91.87,91.86,92.74,74,5625,521641.00,,INE035801013,19-Jun-24,,
